Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,amazon_product_page (product.metafields.custom.amazon_product_page),fragrantica_link (product.metafields.custom.fragrantica_link),Product_Compliance_Single_Line (product.metafields.custom.product_compliance_single_linee),Product Specification Image (product.metafields.custom.product_specification_image),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_16ced0d6-5c64-4b09-9ee5-0b5884af6e64.png?v=1786351011,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_2be8e174-1900-41d6-a7c7-04e0d43d10cf.png?v=1786351011,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_7d9d718f-31fa-4910-ad80-1efc9d88fa46.png?v=1786351010,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_aaca396f-e9f0-4086-ae28-7aded1cf253f.png?v=1786351009,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_e3284fb7-c446-41c7-8da7-8a041ef798dc.png?v=1786351010,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-delina-ex-pdms-delina-exclusif-type-profile-match-extrait-de-parfum-fruity-floral-blend-with-litchi-turkish-rose-oud-vanilla-amber-long-lasting-elegant-sensual-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_48b37cee-d9dd-4127-ad65-88909722d44d.png?v=1786351009,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,"Millennial Perfumer™ – Red Tobac | Mancerra Red Tobacco Type (Profile Match) | Extrait de Parfum | Spicy Tobacco Blend with Cinnamon, Oud, Saffron, Vanilla & Amber | Long-Lasting Bold & Smoky Unisex Fragrance, 50ml","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Mancerra,true,Quantity,50ml,,,,,,,,F083,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_1b3c2e36-0e85-4620-aa11-56bea9730bcb.png?v=1786344347,1,"",false,Red Tobac — Mancera Red Tobacco Type | EDP | Millennial Perfumer™ India,"Looking for Mancera Red Tobacco Inspired Version in India? Shop Red Tobac — our premium EDP profile match. Spicy Tobacco Blend with Cinnamon, Oud, Saffron, Vanilla & Amber. 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_79cf28ee-4150-443e-9f1d-af84f59a3016.png?v=1786344348,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_4e7ddc77-57ef-4d99-870b-eb10aceb0a94.png?v=1786344348,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_2dab8628-b9e1-4b7c-b605-fb7ec260f336.png?v=1786344348,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_e36c18a1-9d5c-4302-a700-d1bc29fbf0d7.png?v=1786344346,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_3e074cc1-87f9-4fa2-9029-8fb7fcb019d2.png?v=1786344346,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_cf1560ea-49bc-4597-9d88-9983fe710d72.png?v=1786344410,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-red-tobac-mancerra-red-tobacco-type-profile-match-extrait-de-parfum-spicy-tobacco-blend-with-cinnamon-oud-saffron-vanilla-amber-long-lasting-bold-smoky-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_1aaba078-7767-4bcd-a6f2-d46d4578c995.png?v=1786344410,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,"Millennial Perfumer™ – Good Girl Blush | Carrolina herrera Good Girl Blush Type (Profile Match) | Extrait de Parfum | Fresh Floral Blend with Bergamot, Peony, Ylang-Ylang & Vanilla | Long-Lasting Elegant & Feminine Fragrance, 50ml","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Carrollinaa herrrera,true,Quantity,50ml,,,,,,,,F082,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_554ea541-ba12-4414-8b1c-fd5b7e1b9800.png?v=1786342864,1,"",false,Good Girl Blush — Carolina Herrera Good Girl Blush Type | EDP | Millennial Perfumer™ India,"Looking for Carolina Herrera Good Girl Blus Inspired Version in India? Shop Good Girl Blush — our premium EDP profile match. Fresh Floral Blend with Bergamot, Peony, Ylang-Ylang & Vanilla. 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_c89f7b9d-9f10-4be3-8b16-13a47939a4e7.png?v=1786342863,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_1655aee3-1af5-4681-8c99-060b086ee476.png?v=1786342864,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_b20f2a1a-17e7-43cc-ab8a-ba413e16b820.png?v=1786342863,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_cb5bc191-1310-47dd-8cda-ec2dc4797699.png?v=1786342861,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_ba54d199-7e79-41c3-8260-657a16ecca56.png?v=1786342861,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_6fece83e-31e7-4642-9b19-8fe102e2ca5e.png?v=1786342861,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-good-girl-blush-carolina-herrera-good-girl-blush-type-profile-match-extrait-de-parfum-fresh-floral-blend-with-bergamot-peony-ylang-ylang-vanilla-long-lasting-elegant-feminine-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_492631e8-b638-496f-a811-b56bece5457d.png?v=1786342861,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-noir-extreme-tfs-noir-extreme-type-profile-match-extrait-de-parfum-spicy-gourmand-blend-with-cardamom-kulfi-vanilla-amber-sandalwood-long-lasting-warm-sensual-unisex-fragrance-50ml,"Millennial Perfumer™ – Noir Extreme | TFs Noir Extreme Type (Profile Match) | Extrait de Parfum | Spicy Gourmand Blend with Cardamom, Kulfi, Vanilla, Amber & Sandalwood | Long-Lasting Warm & Sensual Unisex Fragrance, 50ml","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Tom's Ford,true,Quantity,50ml,,,,,,,,F081,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_700d2e11-5860-4d79-b1b9-2c38a06fee56.png?v=1786337263,1,"",false,Noir Extreme — Tom Ford Noir Extreme Type | EDP | Millennial Perfumer™ India,"Looking forTom Ford Noir Extreme Inspired Version in India? Shop Noir Extreme — our premium EDP profile match. Spicy Gourmand Blend with Cardamom, Kulfi, Vanilla, Amber & Sandalwood. 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-noir-extreme-tfs-noir-extreme-type-profile-match-extrait-de-parfum-spicy-gourmand-blend-with-cardamom-kulfi-vanilla-amber-sandalwood-long-lasting-warm-sensual-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_5a55c05f-73b5-437a-a718-8597ee8b400c.png?v=1786337263,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-noir-extreme-tfs-noir-extreme-type-profile-match-extrait-de-parfum-spicy-gourmand-blend-with-cardamom-kulfi-vanilla-amber-sandalwood-long-lasting-warm-sensual-unisex-fragrance-50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_33e49bae-0d7c-4e6a-998c-828abf04980e.png?v=1786337263,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
